a,b,count_a,count_b,family_obs_a,family_obs_b,family_cosine,shared_families
or,r,390,196,407,180,0.9590085283533429,38
or,s,390,328,407,285,0.9589426279165523,52
s,r,328,196,285,180,0.9546016661996101,32
r,sar,196,77,180,49,0.9256659447866473,11
s,sar,328,77,285,49,0.922406406821949,18
or,sar,390,77,407,49,0.9154180149721008,18
ar,or,449,390,400,407,0.9070001829298923,71
r,d,196,53,180,32,0.8949712948042384,11
or,d,390,53,407,32,0.8929800449195301,9
ar,r,449,196,400,180,0.8885165822486614,44
s,d,328,53,285,32,0.8884297887282758,12
shedy,chedy,255,341,298,408,0.8855768448199633,60
ar,sar,449,77,400,49,0.8780648041030344,20
shey,chedy,344,341,382,408,0.8754684626814411,80
ar,s,449,328,400,285,0.8740729752251936,60
ol,l,588,156,628,144,0.8635167641190474,57
shey,shedy,344,255,382,298,0.8623206562173723,63
d,sar,53,77,32,49,0.8616082302118188,6
qol,l,147,156,143,144,0.8598791782209946,32
chol,cthol,367,55,365,40,0.8416061731146,15
r,ches,196,44,180,45,0.8377170152262104,13
s,ches,328,44,285,45,0.8363237442291174,17
ches,sar,44,77,45,49,0.8323926314411324,8
ol,sol,588,63,628,76,0.8225554528713858,33
chey,chedy,510,341,581,408,0.8182819760162076,84
or,ches,390,44,407,45,0.8174896319696011,20
sol,qol,63,147,76,143,0.8116467781523244,19
ol,qol,588,147,628,143,0.8115081646036743,51
y,ol,210,588,185,628,0.8112891993112024,69
shey,chey,344,510,382,581,0.8078049029033649,95
s,o,328,114,285,86,0.8070743030247238,10
d,ches,53,44,32,45,0.8050764858994134,6
or,sor,390,43,407,47,0.7996988284954389,20
r,o,196,114,180,86,0.7957935866951124,18
ar,ches,449,44,400,45,0.7950978166892867,24
kol,cthol,35,55,32,40,0.7906478406575888,8
or,o,390,114,407,86,0.7890734031936716,18
chol,kol,367,35,365,32,0.7879434907878644,17
y,tol,210,42,185,46,0.7865580849553208,19
ol,sor,588,43,628,47,0.7831958234368492,19
ol,al,588,311,628,250,0.7831253188093661,80
ar,d,449,53,400,32,0.7806116612860877,11
dain,ol,173,588,145,628,0.7750420552423293,49
chor,chol,215,367,199,365,0.7738204645250634,47
s,cheo,328,75,285,58,0.7693553488347051,14
or,tar,390,43,407,36,0.767031096070965,17
r,sor,196,43,180,47,0.7624575019134858,13
sol,l,63,156,76,144,0.7612735047550161,21
al,l,311,156,250,144,0.7595756461938001,50
d,o,53,114,32,86,0.7592979416241845,6
or,cheo,390,75,407,58,0.757734580132793,13
dain,qol,173,147,145,143,0.7574094306441107,23
r,cheo,196,75,180,58,0.7561060286721456,13
y,al,210,311,185,250,0.7545443263298955,56
d,chos,53,42,32,44,0.7534677234406273,5
dar,ol,287,588,245,628,0.7488058606592067,76
dar,sor,287,43,245,47,0.7464318238042057,23
chey,shedy,510,255,581,298,0.7436333687513343,61
dain,sol,173,63,145,76,0.74098785055656,20
y,l,210,156,185,144,0.7409388339775124,43
cthy,cthol,100,55,71,40,0.7375767277140263,11
or,chos,390,42,407,44,0.7364202429904779,18
ar,tar,449,43,400,36,0.7362517126006499,18
or,lor,390,38,407,42,0.7334068645094951,17
tol,dor,42,63,46,69,0.7308033533795515,14
ar,sor,449,43,400,47,0.7294246447246747,19
ches,o,44,114,45,86,0.7293113202178575,5
r,tar,196,43,180,36,0.7279228824529351,11
d,cheo,53,75,32,58,0.7278321311952951,4
s,sor,328,43,285,47,0.72772223271044,17
o,sar,114,77,86,49,0.7272620072034394,3
s,tar,328,43,285,36,0.7241383828417879,14
chckhy,chedy,141,341,156,408,0.7220566914986178,53
cheo,sar,75,77,58,49,0.7201425455441048,8
chol,cthy,367,100,365,71,0.7192438720629949,24
y,dor,210,63,185,69,0.7189287628750943,19
tar,sar,43,77,36,49,0.7175960105058273,9
ar,o,449,114,400,86,0.7162492235332637,20
tol,ol,42,588,46,628,0.7162090877114706,21
s,chos,328,42,285,44,0.7137446593555621,10
shckhy,chedy,55,341,67,408,0.7115117190890236,30
r,lor,196,38,180,42,0.7109605954977413,11
r,chos,196,42,180,44,0.7094100773307097,11
shey,chckhy,344,141,382,156,0.708999337148801,52
shey,shckhy,344,55,382,67,0.7070494427802914,31
sor,sar,43,77,47,49,0.7056968875983455,12
ar,dar,449,287,400,245,0.7055520111355121,74
cthy,kol,100,35,71,32,0.702260207406844,10
tol,chody,42,80,46,87,0.6982816400595745,19
tol,l,42,156,46,144,0.6953050724196971,14
sor,tar,43,43,47,36,0.6941774650196997,9
al,qol,311,147,250,143,0.692121008531282,38
dain,l,173,156,145,144,0.6907331735340343,25
cthy,cthor,100,45,71,41,0.6894996998299372,13
chos,sar,42,77,44,49,0.6890915043641556,9
sar,lor,77,38,49,42,0.6854051500975316,8
sor,lor,43,38,47,42,0.6845749463300982,7
dain,dar,173,287,145,245,0.6824126596323478,40
chey,chckhy,510,141,581,156,0.6819045153203883,59
chol,dal,367,190,365,138,0.6816615046916038,47
chey,dy,510,204,581,144,0.678348963762879,54
dain,ain,173,149,145,105,0.6782477966077085,27
cheo,o,75,114,58,86,0.6757599990427935,10
dain,qoky,173,137,145,113,0.6744736041921836,31
chor,dal,215,190,199,138,0.6742240166759955,42
d,lor,53,38,32,42,0.6734350297014737,7
s,lor,328,38,285,42,0.6734155440286953,11
ain,l,149,156,105,144,0.6729544960120325,24
sor,sol,43,63,47,76,0.6724186114250746,12
y,chor,210,215,185,199,0.6723792631369253,34
kol,qoky,35,137,32,113,0.6712720076931129,11
chor,dor,215,63,199,69,0.6707332778805607,21
d,tar,53,43,32,36,0.6698105143372365,5
cthol,cthor,55,45,40,41,0.6685796309047949,13
ol,dor,588,63,628,69,0.6680257266576544,29
or,ol,390,588,407,628,0.6675414681427861,79
or,dar,390,287,407,245,0.6647083227370308,62
ar,lor,449,38,400,42,0.6636113540567383,15
ar,chos,449,42,400,44,0.6634392944573607,17
d,sor,53,43,32,47,0.6613598304983644,6
ar,cheo,449,75,400,58,0.6604551558354402,16
ain,qol,149,147,105,143,0.6603301057651991,19
dy,chedy,204,341,144,408,0.6602635817382709,40
ain,dair,149,93,105,76,0.6601616218479439,22
dain,dal,173,190,145,138,0.6584243738914898,35
chos,ches,42,44,44,45,0.6569024909259458,6
chor,cthol,215,55,199,40,0.653668508110171,14
sor,l,43,156,47,144,0.6516713920505935,12
cheo,ches,75,44,58,45,0.6515451080944543,4
shckhy,shedy,55,255,67,298,0.6511128345778292,23
shey,dy,344,204,382,144,0.6509976524987064,48
chckhy,shedy,141,255,156,298,0.6494900985494448,45
ain,ol,149,588,105,628,0.6493093288879953,46
y,dain,210,173,185,145,0.649194516263353,35
ar,ol,449,588,400,628,0.6479483304051715,94
dal,ol,190,588,138,628,0.6466291905364309,58
sor,qol,43,147,47,143,0.6463510802561736,10
shol,chy,176,197,179,151,0.6461843045396702,48
dain,sor,173,43,145,47,0.6433792973220653,16
dy,chckhy,204,141,144,156,0.6425377398737157,32
dar,ain,287,149,245,105,0.6421163246106251,39
chol,qoky,367,137,365,113,0.6419141299985384,37
ar,char,449,79,400,74,0.6406809372375548,37
dar,lor,287,38,245,42,0.6376267410783614,16
al,sol,311,63,250,76,0.6372037962039018,19
tar,ches,43,44,36,45,0.6366613626032351,5
dain,al,173,311,145,250,0.6353211899690178,33
y,sol,210,63,185,76,0.6344106934002146,20
ches,lor,44,38,45,42,0.6343350474165463,5
qoty,shy,84,94,72,82,0.6341828617898012,20
chol,chy,367,197,365,151,0.6336616424350711,51
ol,dair,588,93,628,76,0.6330247959183003,34
y,dal,210,190,185,138,0.6319393205822439,41
shol,y,176,210,179,185,0.6314244625892367,47
y,chody,210,80,185,87,0.6303414425537822,24
tar,lor,43,38,36,42,0.6302302167068952,7
dar,sol,287,63,245,76,0.6292479386106611,23
qoty,dy,84,204,72,144,0.6282950127480693,24
y,chol,210,367,185,365,0.6276550231844148,55
chdy,chey,108,510,112,581,0.6268621888234199,57
kol,shy,35,94,32,82,0.6268573592209984,11
dain,tol,173,42,145,46,0.6265490439838347,17
chey,shckhy,510,55,581,67,0.6246808538337618,35
sor,ches,43,44,47,45,0.6235382907247957,8
dar,qol,287,147,245,143,0.6232914325763564,29
tol,al,42,311,46,250,0.6231375857879694,20
chdy,chcthy,108,84,112,88,0.6225430174794673,34
tar,o,43,114,36,86,0.6213413761000566,6
chol,cthor,367,45,365,41,0.6205338352289103,22
chos,o,42,114,44,86,0.6199366267562904,3
dair,l,93,156,76,144,0.6185157205518221,21
cheo,chos,75,42,58,44,0.6184663270196558,4
kol,chy,35,197,32,151,0.6182489099289196,14
cheo,tar,75,43,58,36,0.6180796646955087,7
chor,tol,215,42,199,46,0.6165356671892415,18
chos,lor,42,38,44,42,0.6139989257735421,9
ody,shcthy,38,30,29,36,0.6124472018807622,9
ol,lor,588,38,628,42,0.6118333693266698,18
shol,chol,176,367,179,365,0.6107251692368448,59
o,lor,114,38,86,42,0.6098368679801592,6
kol,dal,35,190,32,138,0.6092336531838823,17
shar,or,34,390,24,407,0.608716644853576,14
sor,o,43,114,47,86,0.60810065595014,6
dal,dy,190,204,138,144,0.6080134339049157,37
dal,al,190,311,138,250,0.6069630790721751,50
r,dar,196,287,180,245,0.6060624582203422,35
dair,dor,93,63,76,69,0.605800494586242,16
dy,shedy,204,255,144,298,0.6056940777754103,39
chor,kol,215,35,199,32,0.6045025947808448,15
shar,sar,34,77,24,49,0.6040796973096798,8
r,ol,196,588,180,628,0.6025200383437672,49
qoty,qoky,84,137,72,113,0.6023192518726184,19
dar,al,287,311,245,250,0.6021628135466703,59
shar,d,34,53,24,32,0.6018050449849287,5
chol,dor,367,63,365,69,0.6005260071858441,27
y,qol,210,147,185,143,0.600060797375242,38
ckhey,chol,32,367,32,365,0.5997924952384769,13
dar,l,287,156,245,144,0.5991554191270163,33
chol,shy,367,94,365,82,0.5966836822941147,38
dal,dor,190,63,138,69,0.5955157964395961,23
tol,sol,42,63,46,76,0.5952206201017156,11
dar,dair,287,93,245,76,0.5950832635645832,28
dal,qoky,190,137,138,113,0.5948530873119338,31
dar,dal,287,190,245,138,0.5940079892995669,45
ckhey,cthol,32,55,32,40,0.5921443410477892,5
y,dar,210,287,185,245,0.5918594187661377,42
dain,cthor,173,45,145,41,0.5910931966493584,20
shy,qoky,94,137,82,113,0.5885639987839111,22
dor,l,63,156,69,144,0.5880754148936139,15
al,qoky,311,137,250,113,0.5880680950652976,42
ckhey,dy,32,204,32,144,0.5876357625891093,17
cthy,shy,100,94,71,82,0.587431240128358,15
ar,shar,449,34,400,24,0.5871843801739193,16
chor,cthor,215,45,199,41,0.586414061847551,17
shar,s,34,328,24,285,0.5861892254354097,11
cthy,qoky,100,137,71,113,0.5861871429976422,17
dain,chody,173,80,145,87,0.5858917999096115,27
chor,ol,215,588,199,628,0.585203217159446,49
chdy,chedy,108,341,112,408,0.5844213301788899,46
shy,chckhy,94,141,82,156,0.5843952918554848,24
shol,dy,176,204,179,144,0.5835453933574919,35
ckhey,kol,32,35,32,32,0.5833630944789017,5
shar,r,34,196,24,180,0.5822079666412201,9
tol,dal,42,190,46,138,0.581850619991054,18
chckhy,shckhy,141,55,156,67,0.5812737468366534,24
dar,tar,287,43,245,36,0.5811230028914635,15
chol,oky,367,103,365,92,0.5805390638844907,35
dor,sol,63,63,69,76,0.579893892714505,15
chol,tol,367,42,365,46,0.5796314029615532,20
dol,dor,97,63,91,69,0.5787162065305069,19
ar,dair,449,93,400,76,0.5780553534568363,33
chy,shy,197,94,151,82,0.5780544681427295,27
tol,qol,42,147,46,143,0.5779001495933951,13
dar,kar,287,58,245,47,0.5774784593737261,26
kol,dy,35,204,32,144,0.5771128230478991,14
dain,chor,173,215,145,199,0.5760632153804998,36
y,sor,210,43,185,47,0.5757764961782157,16
shol,shor,176,91,179,87,0.5728285820605415,26
chor,cthy,215,100,199,71,0.5719823058038186,23
chy,cthol,197,55,151,40,0.5715023171933291,11
dain,kol,173,35,145,32,0.5707179022364811,14
chody,chckhy,80,141,87,156,0.5703774262770719,27
qoky,qol,137,147,113,143,0.5697159005337661,32
s,ol,328,588,285,628,0.5691852034595389,55
cthol,qoky,55,137,40,113,0.5678363560252385,12
dal,dair,190,93,138,76,0.5675954043360806,23
y,dy,210,204,185,144,0.5675218231801485,41
chey,qo,510,51,581,56,0.5671092938749137,35
shy,dy,94,204,82,144,0.56596503075729,19
ol,tar,588,43,628,36,0.5655164024672964,18
kol,qoty,35,84,32,72,0.5651215188621657,10
chor,dair,215,93,199,76,0.5634304447924781,20
y,chy,210,197,185,151,0.5625235443167793,50
cthol,dal,55,190,40,138,0.5624847840964702,14
s,dar,328,287,285,245,0.5609913439482795,45
chody,al,80,311,87,250,0.5609818129675752,26
shol,al,176,311,179,250,0.5582392734222261,50
sor,cheo,43,75,47,58,0.5564332642178125,7
ain,am,149,115,105,39,0.5559058342671717,14
chdy,chckhy,108,141,112,156,0.5558971023789863,37
y,dair,210,93,185,76,0.5555238049879881,22
chey,chcthy,510,84,581,88,0.5555012963640251,54
ol,chody,588,80,628,87,0.5536031454401339,31
al,dy,311,204,250,144,0.5533456414618856,47
ain,al,149,311,105,250,0.5525251687906286,34
chdy,shedy,108,255,112,298,0.5520379603185632,40
dain,dair,173,93,145,76,0.5517766280974487,21
chdy,shey,108,344,112,382,0.551506071740536,49
ol,o,588,114,628,86,0.5509535671624349,33
sol,lor,63,38,76,42,0.5503781614278231,13
chor,chody,215,80,199,87,0.5503434995883314,29
dar,sar,287,77,245,49,0.5496706973707273,17
ol,qoky,588,137,628,113,0.5494789323074948,48
chol,dy,367,204,365,144,0.5494648537776288,45
kol,cthor,35,45,32,41,0.5494576741043699,7
chy,qoky,197,137,151,113,0.5480770061237071,35
dal,sol,190,63,138,76,0.5476660364360072,16
ain,sol,149,63,105,76,0.5468156632076778,10
cthy,chy,100,197,71,151,0.5466173028875582,15
shol,kol,176,35,179,32,0.546018906231948,16
dain,chol,173,367,145,365,0.5444588466872121,40
dair,sor,93,43,76,47,0.5442473042699689,11
shol,chey,176,510,179,581,0.5439538368332105,64
chor,al,215,311,199,250,0.5436573315357455,44
chor,dar,215,287,199,245,0.5436199005267877,44
ckhey,cthy,32,100,32,71,0.5436167084288892,9
shol,chor,176,215,179,199,0.5432873780723994,44
dy,qoky,204,137,144,113,0.543244581987167,37
or,char,390,79,407,74,0.5428317858818632,30
tol,sor,42,43,46,47,0.5421047417431507,11
dal,qoty,190,84,138,72,0.5417604581035023,19
dain,cthy,173,100,145,71,0.5412887412688487,20
qoty,chckhy,84,141,72,156,0.5412410173829412,26
chody,l,80,156,87,144,0.5388358580129267,21
dol,sol,97,63,91,76,0.5377287261556831,11
d,dar,53,287,32,245,0.5372688284009135,11
sor,chos,43,42,47,44,0.5350681006567533,7
qol,lor,147,38,143,42,0.5348858162450679,17
dain,dy,173,204,145,144,0.5347233943689946,38
or,dair,390,93,407,76,0.5338798148544976,28
shar,tar,34,43,24,36,0.5313689313240572,9
ol,am,588,115,628,39,0.5307926812185879,24
chal,dar,59,287,55,245,0.5298029978771607,30
shar,dar,34,287,24,245,0.5297056040119971,13
cthol,shy,55,94,40,82,0.529237746757157,8
chor,oky,215,103,199,92,0.5286816880707497,23
chol,chody,367,80,365,87,0.5278790625560481,37
shar,chos,34,42,24,44,0.5272705040082966,5
char,oly,79,65,74,37,0.5269038125005622,16
chal,al,59,311,55,250,0.5268938504836069,37
qoky,sol,137,63,113,76,0.5268757352056415,15
al,dor,311,63,250,69,0.5260885644499441,21
dair,air,93,95,76,76,0.5260183876344576,17
tol,dair,42,93,46,76,0.5257000515671337,10
l,air,156,95,144,76,0.5256323169105775,19
chos,tar,42,43,44,36,0.5253284329379729,4
dain,qoty,173,84,145,72,0.5240062597878444,18
ckhey,shy,32,94,32,82,0.5237229365663817,7
ar,kar,449,58,400,47,0.5232173734112942,28
y,qoky,210,137,185,113,0.5223492538397695,31
chol,qoty,367,84,365,72,0.5222498866579472,26
ol,sar,588,77,628,49,0.5215778085474421,22
chdy,dy,108,204,112,144,0.5213287117846035,32
shol,ol,176,588,179,628,0.5205538652941241,56
dain,dor,173,63,145,69,0.5203122810810952,22
chal,ol,59,588,55,628,0.5196684688470423,35
chody,dy,80,204,87,144,0.5185705182312222,23
shar,ches,34,44,24,45,0.5185449728701348,6
dain,chal,173,59,145,55,0.5185385776004484,20
ol,dol,588,97,628,91,0.5184594769703402,31
char,tar,79,43,74,36,0.518343944838785,10
chey,al,510,311,581,250,0.5178766486070209,76
al,sor,311,43,250,47,0.5178431424572733,19
kol,oky,35,103,32,92,0.5173255862560074,13
dar,dor,287,63,245,69,0.5149549258027126,25
ain,tol,149,42,105,46,0.5147863813280251,11
dair,qol,93,147,76,143,0.5134871123754061,12
r,dair,196,93,180,76,0.5122988920799552,20
dy,shckhy,204,55,144,67,0.5121993539020248,22
am,sol,115,63,39,76,0.5114208567744898,7
dal,sor,190,43,138,47,0.510238726756612,15
cheo,lor,75,38,58,42,0.5099334297030661,4
shey,qoty,344,84,382,72,0.5084703511177918,26
ckhey,chey,32,510,32,581,0.5080561546931308,21
ar,y,449,210,400,185,0.5079103507737853,51
shey,chcthy,344,84,382,88,0.5078169876871873,41
dair,al,93,311,76,250,0.5076910157653814,30
shol,dar,176,287,179,245,0.5072916675914194,35
dal,l,190,156,138,144,0.5069461100154958,28
shol,dal,176,190,179,138,0.506539936993808,34
shar,cheo,34,75,24,58,0.5063270101411753,6
oky,shy,103,94,92,82,0.5060608273474737,19
dain,am,173,115,145,39,0.5052932832272251,16
sor,dor,43,63,47,69,0.5046043506161961,11
dar,chos,287,42,245,44,0.5043505752870833,17
dar,tol,287,42,245,46,0.5038294869307774,20
char,dar,79,287,74,245,0.5037698591616999,23
dar,dy,287,204,245,144,0.5033613730210693,41
dar,cthor,287,45,245,41,0.5032781248709827,18
chody,dor,80,63,87,69,0.503208485284844,17
chey,key,510,33,581,36,0.502410852685545,25
dar,ches,287,44,245,45,0.5022169139225651,20
chol,dair,367,93,365,76,0.5020244860574021,35
s,char,328,79,285,74,0.5018424462039558,20
tol,dol,42,97,46,91,0.5012547071170854,11
qoty,chedy,84,341,72,408,0.501220671828836,26
am,dor,115,63,39,69,0.5011800252416706,12
or,dor,390,63,407,69,0.500927813621804,25
shar,lor,34,38,24,42,0.5002975305232068,7
y,dol,210,97,185,91,0.5000541310383357,25
chody,qoky,80,137,87,113,0.4998851754538696,24
shey,she,344,41,382,34,0.4998633373005064,24
chol,al,367,311,365,250,0.4992383721641306,56
ol,dy,588,204,628,144,0.4991040127725657,55
dair,sol,93,63,76,76,0.49888136450973286,12
shol,cthol,176,55,179,40,0.49859311087298136,11
shol,shy,176,94,179,82,0.498494232714176,26
y,or,210,390,185,407,0.49796054142619245,39
ain,dal,149,190,105,138,0.49789863162094455,22
ckhey,chckhy,32,141,32,156,0.49709942982994343,17
chckhy,qoky,141,137,156,113,0.4969408067935365,39
char,sar,79,77,74,49,0.496871710687474,9
r,char,196,79,180,74,0.49683762896777056,16
cthy,dy,100,204,71,144,0.496768389017174,19
cthy,oky,100,103,71,92,0.49642195703812436,12
chey,qoty,510,84,581,72,0.4963580785377599,35
chor,dy,215,204,199,144,0.4961652608195605,30
chy,al,197,311,151,250,0.4961617231409293,52
chody,chedy,80,341,87,408,0.49610527369617075,32
cthy,dal,100,190,71,138,0.49539432295637564,17
char,ches,79,44,74,45,0.4952224199743436,12
chy,dy,197,204,151,144,0.49488740421426214,32
chor,chy,215,197,199,151,0.49487413442974104,35
dain,dol,173,97,145,91,0.49464553562015606,22
chody,qol,80,147,87,143,0.494612661997703,15
y,ain,210,149,185,105,0.494413779895067,25
chedy,key,341,33,408,36,0.4944072675888067,17
qoky,l,137,156,113,144,0.494296588266962,31
cthol,oky,55,103,40,92,0.49391379041839517,9
chal,dal,59,190,55,138,0.49339912426959087,21
dal,cthor,190,45,138,41,0.4928442182413396,16
y,kol,210,35,185,32,0.4914763821134585,15
ain,qoky,149,137,105,113,0.4914178611177498,22
al,chckhy,311,141,250,156,0.49136742357323704,51
shol,qoty,176,84,179,72,0.4899670473195231,22
dor,air,63,95,69,76,0.4898991317464034,11
chey,chy,510,197,581,151,0.48959680788372384,64
ain,chody,149,80,105,87,0.4894503385533326,19
am,l,115,156,39,144,0.4887473730242136,12
oky,dal,103,190,92,138,0.4887060544552624,24
y,air,210,95,185,76,0.48774774732351145,17
chy,qoty,197,84,151,72,0.4870645092312716,21
kol,al,35,311,32,250,0.4867796462368767,20
tol,qoky,42,137,46,113,0.48670178810583514,13
shol,chckhy,176,141,179,156,0.48657535058193707,37
ain,sor,149,43,105,47,0.4865401437450046,12
cthy,qoty,100,84,71,72,0.48610891335804357,15
oky,cthor,103,45,92,41,0.4855639584272881,12
dal,qol,190,147,138,143,0.4852845140486054,22
ol,air,588,95,628,76,0.48528357832455576,27
char,sor,79,43,74,47,0.4852416505819131,9
chal,sor,59,43,55,47,0.48454371185234896,14
oky,chckhy,103,141,92,156,0.4832345831607109,24
ckhey,qoky,32,137,32,113,0.4826459398716198,11
chol,ol,367,588,365,628,0.4819221297374706,79
chody,shy,80,94,87,82,0.4817096624472335,16
y,oky,210,103,185,92,0.4785944611912028,26
shol,chdy,176,108,179,112,0.47858111247080604,40
cho,o,77,114,58,86,0.47812854862349063,10
ol,qo,588,51,628,56,0.47804264846403777,38
ckhey,chy,32,197,32,151,0.47785491913446615,10
chey,shy,510,94,581,82,0.47767139989799073,39
qo,al,51,311,56,250,0.47757982325855775,29
shey,qo,344,51,382,56,0.47757228676082647,27
shol,sho,176,118,179,124,0.4768990587276525,31
shol,chody,176,80,179,87,0.4768768716724228,26
tol,air,42,95,46,76,0.475218305874735,8
char,chos,79,42,74,44,0.47478090343649054,12
dain,char,173,79,145,74,0.47443810007818343,27
shol,dor,176,63,179,69,0.4741471652712727,16
shar,sor,34,43,24,47,0.4735680169380811,7
dal,chody,190,80,138,87,0.4734234357496451,23
kar,lor,58,38,47,42,0.4733010239531003,8
al,qoty,311,84,250,72,0.47307453123284376,23
shol,oky,176,103,179,92,0.47255912267735556,23
or,l,390,156,407,144,0.47218439401035633,33
dair,cthor,93,45,76,41,0.47210735240588764,16
chcthy,chedy,84,341,88,408,0.47185767051655164,43
tol,daly,42,33,46,25,0.47171475742927904,7
chal,qoky,59,137,55,113,0.47127543605989747,17
shedy,key,255,33,298,36,0.4710220741577998,18
y,daly,210,33,185,25,0.47078274159207645,11
cthol,dy,55,204,40,144,0.4707172933502451,11
chody,qoty,80,84,87,72,0.47045769891518197,13
shol,qoky,176,137,179,113,0.4704336743270516,32
dar,am,287,115,245,39,0.47033535005663485,17
chy,qo,197,51,151,56,0.4698217799391241,27
char,o,79,114,74,86,0.4697626929283326,12
chy,dal,197,190,151,138,0.4692121782993349,40
y,chal,210,59,185,55,0.46869389464751793,23
ckhey,chedy,32,341,32,408,0.46845638550113117,18
am,dol,115,97,39,91,0.46836905870100937,6
kol,tol,35,42,32,46,0.4671955518553975,11
char,cthor,79,45,74,41,0.46707366976248954,11
am,qol,115,147,39,143,0.4669052307686006,13
or,sol,390,63,407,76,0.4668723367915792,27
ar,l,449,156,400,144,0.46679979361804586,46
shody,chcthy,50,84,44,88,0.46607160861921454,18
sho,al,118,311,124,250,0.46592259684685,36
chcthy,chckhy,84,141,88,156,0.4658071104973458,34
y,qoty,210,84,185,72,0.4657779712580842,24
s,dor,328,63,285,69,0.4657548828193487,22
chor,qoky,215,137,199,113,0.4653392619221224,28
dar,chody,287,80,245,87,0.46522937595345976,28
tol,qoty,42,84,46,72,0.46499055497527714,10
chey,cthey,510,47,581,47,0.46406968099780566,27
cho,ches,77,44,58,45,0.46403837199142045,8
ar,dor,449,63,400,69,0.4639548519009378,27
d,ol,53,588,32,628,0.46326691732712083,14
chal,dair,59,93,55,76,0.46265194557299216,16
oky,dair,103,93,92,76,0.46264459903432875,16
dar,o,287,114,245,86,0.4625397571440863,15
ol,ches,588,44,628,45,0.4619957287248587,25
al,air,311,95,250,76,0.46121784737566496,25
kchy,qoky,36,137,35,113,0.4612075064508877,12
tol,dy,42,204,46,144,0.46119561614136456,15
d,cho,53,77,32,58,0.46111233416338787,6
r,cho,196,77,180,58,0.46073581778173084,14
chody,shckhy,80,55,87,67,0.4604077064669434,15
shy,chedy,94,341,82,408,0.4602693309503989,23
y,qo,210,51,185,56,0.46022388528261743,23
ol,cheo,588,75,628,58,0.46017810417463184,23
am,al,115,311,39,250,0.4600423403007148,19
tar,sol,43,63,36,76,0.4599443876376512,10
she,chey,41,510,34,581,0.4586169602643503,27
oky,qoky,103,137,92,113,0.45853098089563504,22
oky,chody,103,80,92,87,0.4585280198863387,16
chol,kchy,367,36,365,35,0.45852046523457757,19
dol,daly,97,33,91,25,0.45834776253585474,10
chy,chckhy,197,141,151,156,0.4582090843270099,36
chody,sol,80,63,87,76,0.4581143101583697,10
dal,chckhy,190,141,138,156,0.45790732364266823,38
or,cho,390,77,407,58,0.4566287856004349,16
chol,chal,367,59,365,55,0.456516155047762,30
shol,shody,176,50,179,44,0.456030284335044,21
oky,qoty,103,84,92,72,0.4557278472922484,18
kol,chody,35,80,32,87,0.45526766457638934,11
chal,ain,59,149,55,105,0.4549560770823122,15
shol,dain,176,173,179,145,0.454694851705082,32
y,chckhy,210,141,185,156,0.4541918567019923,34
shey,shy,344,94,382,82,0.4541063337219668,29
shol,cthy,176,100,179,71,0.4540823885587572,18
chdy,shckhy,108,55,112,67,0.45333950359163,24
or,kar,390,58,407,47,0.4531626555507932,28
dor,daly,63,33,69,25,0.4529912582000719,8
qoty,qol,84,147,72,143,0.45293144809122654,13
s,cho,328,77,285,58,0.45244355016502397,15
cthor,qoky,45,137,41,113,0.4519853998774998,16
dain,lor,173,38,145,42,0.4517722852507075,12
chdy,dar,108,287,112,245,0.45175940685818755,40
chdy,kar,108,58,112,47,0.4514746262612067,20
kol,chal,35,59,32,55,0.45144694907163446,9
shol,qo,176,51,179,56,0.4510950350653881,24
ar,ain,449,149,400,105,0.4509935886843065,45
shol,shey,176,344,179,382,0.45034247395215193,53
chdy,key,108,33,112,36,0.4499770425732575,17
char,cheo,79,75,74,58,0.4497612147783068,10
dain,tar,173,43,145,36,0.44921020339238016,13
y,s,210,328,185,285,0.44910977633598625,30
sor,qoky,43,137,47,113,0.4489001392432336,10
chey,qoky,510,137,581,113,0.44883784596156107,47
oky,dy,103,204,92,144,0.4486465168119515,20
dar,oty,287,114,245,79,0.44825275416614613,30
char,dair,79,93,74,76,0.447523407518758,20
chor,sor,215,43,199,47,0.44746225473268253,16
dain,chy,173,197,145,151,0.4471708146498207,33
y,am,210,115,185,39,0.4470021112679999,14
dol,sal,97,48,91,42,0.44678717928454215,13
chdy,kal,108,30,112,27,0.4467397556226988,14
chody,dair,80,93,87,76,0.4463336976475769,19
chody,cthor,80,45,87,41,0.44626118390736075,17
sho,shor,118,91,124,87,0.44614242367315493,30
ain,air,149,95,105,76,0.44586103454161513,17
shol,tol,176,42,179,46,0.44584626323225235,17
chor,chal,215,59,199,55,0.4456753226341013,21
kol,chckhy,35,141,32,156,0.4455663943395035,16
or,chor,390,215,407,199,0.4451485071218416,46
cthy,chody,100,80,71,87,0.4450616632203587,17
shor,sal,91,48,87,42,0.4450501381578756,12
ckhy,qoty,38,84,29,72,0.4446160115013827,12
chol,shor,367,91,365,87,0.44407876936109153,34
chy,chody,197,80,151,87,0.4440711055224603,26
ol,kar,588,58,628,47,0.44402719200269475,30
chdy,char,108,79,112,74,0.44396643691409504,23
shol,chal,176,59,179,55,0.44369742483691893,23
y,r,210,196,185,180,0.44348494965991836,29
ar,sol,449,63,400,76,0.4434285985989193,26
char,ol,79,588,74,628,0.4430775930594214,27
dal,qo,190,51,138,56,0.4428035839320997,25
